candidate_id,class_id,selected_dwbg,selected_random,additional_pilot,eligible,valid_fold_count,utility_median,utility_mean,utility_std
dwbg_0_12011_10_000000_c14014,0,True,False,False,True,3,0.4705657958984375,0.5275786618391672,0.08347978619305926
dwbg_0_12011_11_000002_c12012,0,True,False,False,True,3,0.6955647468566895,0.682216743628184,0.0632063215268341
dwbg_0_12011_16_000261,0,False,True,False,True,3,0.497053861618042,0.5165063043435415,0.16933980446612418
dwbg_0_12011_17_000262,0,True,False,False,True,3,0.6437625885009766,0.6184430122375488,0.06896523448205005
dwbg_0_12011_25_000268,0,False,True,False,True,3,0.2236679345369339,0.29632040361563367,0.25844363758491223
dwbg_0_12011_35_000276,0,False,True,False,True,3,0.7371580004692078,0.7125015060106913,0.057339228468035984
dwbg_0_12011_49_000286,0,False,True,False,True,3,0.5644052624702454,0.5871219635009766,0.06036345131897746
dwbg_0_12011_51_000288,0,True,True,False,True,3,0.5599794387817383,0.594850500424703,0.06683479939150759
dwbg_0_12011_56_000292,0,False,True,False,True,3,0.5754323601722717,0.5810040930906931,0.07627600870188395
dwbg_0_12011_64_000298,0,True,False,False,True,3,0.5733590126037598,0.6117098927497864,0.06625831954354533
dwbg_0_12011_65_000299,0,False,True,False,True,3,0.5422138571739197,0.46301410098870593,0.17114154806578835
dwbg_0_12011_66_000300,0,True,False,False,True,3,0.19610436260700226,0.2879146834214528,0.14107064313629245
dwbg_0_12011_9_000312,0,False,True,False,True,3,0.1642063409090042,0.2677125384410222,0.27091627618355624
dwbg_0_15683_26_000350,0,True,False,False,True,3,0.5380706787109375,0.5483610232671102,0.04097046074905889
dwbg_0_15683_67_000383,0,False,True,False,True,3,0.21552641689777374,0.3292052820324898,0.31197376134363075
dwbg_0_19997_10_000001_c17017,0,False,True,False,True,3,0.2789522707462311,0.2836577594280243,0.02521626027209509
dwbg_0_19997_12_000003_c24024,0,True,False,False,True,3,0.7220762372016907,0.6991826097170512,0.057315955520946815
dwbg_0_19997_15_000005_c24024,0,True,True,False,True,3,0.5620985627174377,0.6307801206906637,0.1329286360235888
dwbg_0_19997_29_000000_c19019,0,False,True,False,True,3,0.677492618560791,0.6847251057624817,0.04539784994817669
dwbg_0_19997_2_000425,0,True,False,False,False,0,,,
dwbg_0_19997_39_000443,0,False,True,False,True,3,0.2130429595708847,0.2734785204132398,0.23838483071477617
dwbg_0_19997_54_000457,0,True,True,False,True,3,0.16864095628261566,0.3029903187416494,0.31348538886257593
dwbg_0_19997_61_000462,0,True,False,False,True,3,0.14884048700332642,0.18836984410881996,0.16137953197663715
dwbg_0_19997_69_000470,0,False,True,False,True,3,0.5714806914329529,0.5379516979058584,0.08616642539508317
dwbg_0_19997_8_000475,0,False,True,False,True,3,0.42699894309043884,0.3682333032290141,0.1506811134958544
dwbg_0_24571_0_000503,0,False,True,False,True,3,0.4046901762485504,0.3267382085323334,0.24133583778983408
dwbg_0_24571_13_000507,0,False,True,False,True,3,0.5531244874000549,0.5665232936541239,0.023588095833498777
dwbg_0_24571_22_000514,0,True,False,False,True,3,0.6198621392250061,0.47527434428532916,0.27043610283865593
dwbg_0_24571_26_000517,0,True,False,False,True,3,0.5581133961677551,0.5715119540691376,0.06976231955426689
dwbg_0_24571_33_000523,0,False,True,False,True,3,0.5916394591331482,0.5388991634051005,0.07559114337588559
dwbg_0_24571_58_000543,0,True,False,False,True,3,0.5024599432945251,0.5050554176171621,0.013425107139047822
dwbg_0_24571_60_000544,0,True,False,False,True,3,0.514416515827179,0.5787600576877594,0.10519078254675372
dwbg_0_24571_73_000556,0,False,True,False,True,3,0.5447034239768982,0.5277376075585684,0.027764921345773647
dwbg_0_24571_74_000557,0,False,True,False,True,3,0.4159577786922455,0.4444329837958018,0.12113492882845614
dwbg_0_24571_8_000559,0,True,False,False,True,3,0.615771472454071,0.5919626355171204,0.0791415737274954
dwbg_0_30103_0_000001_c2002,0,False,True,False,True,3,0.21071012318134308,0.33257140529652435,0.30814345571741103
dwbg_0_30103_11_000588,0,True,False,False,True,3,0.5848520398139954,0.5356516440709432,0.10615359951015269
dwbg_0_30103_21_000598,0,False,True,False,True,3,0.6188954710960388,0.6136374870936075,0.032979792663364975
dwbg_0_30103_26_000006_c22022,0,True,True,False,True,3,0.6915177702903748,0.6700931787490845,0.1015325557743006
dwbg_0_30103_27_000603,0,False,True,False,True,3,0.5528243184089661,0.5588537553946177,0.08104616214862848
dwbg_0_30103_36_000612,0,False,True,False,True,3,0.5776785016059875,0.6098280151685079,0.05431091881483893
dwbg_0_30103_54_000628,0,True,False,False,True,3,0.14116467535495758,0.2897710351583858,0.31045578242420907
dwbg_0_30103_60_000634,0,True,False,False,True,3,0.521412193775177,0.551058163245519,0.09186955301224263
dwbg_0_30103_67_000641,0,True,False,False,True,3,0.6469941735267639,0.6204842130343119,0.076987332610619
dwbg_0_30103_9_000650,0,False,True,False,True,3,0.5511798858642578,0.5343804657459259,0.032807252884037144
dwbg_0_3407_17_000091,0,True,False,False,True,3,0.4800303876399994,0.3732189455380042,0.2586794115296901
dwbg_0_3407_26_000100,0,False,True,False,True,3,0.3380186855792999,0.39523845911026,0.09940894861283948
dwbg_0_3407_38_000112,0,True,False,False,True,3,0.5509336590766907,0.5624785323937734,0.10803940490605932
dwbg_0_3407_46_000118,0,False,True,False,True,3,0.5883954167366028,0.5644735197226206,0.0994066804434446
dwbg_0_42_13_000003,0,False,True,False,False,0,,,
dwbg_0_42_17_000001_c23023,0,True,False,False,True,3,0.7070057988166809,0.6870823899904887,0.08467084517396485
dwbg_0_42_20_000010,0,False,True,False,True,3,0.5114830732345581,0.51349937915802,0.00980336612069389
dwbg_0_42_23_000000_c22022,0,True,True,False,True,3,0.5986716151237488,0.5243185758590698,0.14430020628791543
dwbg_0_42_27_000015,0,False,True,False,True,3,0.6342077851295471,0.49343864619731903,0.2385622613982644
dwbg_0_42_31_000020,0,True,False,False,True,3,0.6992112994194031,0.6714594761530558,0.07955524581244518
dwbg_0_42_50_000038,0,True,False,False,True,3,0.6712784171104431,0.6701052784919739,0.0574471009224377
dwbg_0_42_51_000039,0,True,False,False,True,3,0.5648977756500244,0.5635766188303629,0.00200568490850186
dwbg_0_42_5_000002_c6006,0,True,False,False,True,3,0.6859108805656433,0.6936260461807251,0.02463036288772504
dwbg_0_42_62_000049,0,True,False,False,True,3,0.515936017036438,0.496771901845932,0.11727435099254212
dwbg_0_42_65_000052,0,False,True,False,True,3,0.5222387909889221,0.5660487612088522,0.12002963151622661
dwbg_0_42_75_000060,0,True,True,False,True,3,0.6305221319198608,0.48581325511137646,0.23635259123295485
dwbg_0_42_7_000056,0,False,True,False,True,3,0.6093502044677734,0.6031861106554667,0.0682402028401694
dwbg_0_7859_11_000001_c12012,0,False,True,False,True,3,0.27885687351226807,0.3256015479564667,0.11216014212526594
dwbg_0_7859_17_000001_c1001,0,False,True,False,True,3,0.6477609276771545,0.6287187139193217,0.09472867535963711
dwbg_0_7859_18_000002_c1001,0,True,False,False,True,3,0.5059372782707214,0.4708191752433777,0.05501409017926393
dwbg_0_7859_21_000180,0,True,False,False,True,3,0.7289977073669434,0.7315134008725485,0.013522085336934055
dwbg_0_7859_37_000194,0,True,False,False,True,3,0.5961247086524963,0.4777580449978511,0.2139065012647919
dwbg_0_7859_41_000198,0,True,False,False,True,3,0.6171839833259583,0.6204554438591003,0.05947435725147384
dwbg_0_7859_45_000202,0,True,False,False,True,3,0.14953894913196564,0.2895204859475295,0.308623272971186
dwbg_0_7859_49_000206,0,False,True,False,True,3,0.5897068381309509,0.625603457291921,0.05733905980321438
dwbg_0_7859_54_000211,0,True,False,False,True,3,0.3985750675201416,0.3289589087168376,0.24516595408240865
dwbg_0_7859_59_000215,0,True,False,False,True,3,0.6285272240638733,0.6236491401990255,0.06727516083304001
dwbg_0_7859_8_000232,0,True,True,False,True,3,0.051330942660570145,0.23910197149962187,0.29159947723835145
dwbg_1_12011_16_000320,1,True,True,False,True,3,0.6621655821800232,0.6895205775896708,0.0925715530590103
dwbg_1_12011_1_000313,1,False,True,False,True,3,0.5905544757843018,0.6619316538174947,0.14512953645139154
dwbg_1_12011_22_000325,1,True,False,False,True,3,0.6688774228096008,0.5194591085116068,0.37819474147832394
dwbg_1_12011_26_000328,1,True,False,False,True,3,0.7628839612007141,0.559976855913798,0.40093398431984695
dwbg_1_12011_28_000329,1,True,False,False,True,3,0.8231983184814453,0.7432876030604044,0.13104819061605516
dwbg_1_12011_30_000331,1,False,True,False,True,3,0.6871983408927917,0.6461973587671915,0.08875191823341554
dwbg_1_12011_31_000332,1,False,True,False,True,3,0.6868231892585754,0.5144495169321696,0.3703092724763003
dwbg_1_12011_34_000335,1,False,True,False,True,3,0.0,0.004555673338472843,0.00644269502100981
dwbg_1_15683_13_000394,1,True,False,False,True,3,0.0,0.015660326927900314,0.02214704673263321
dwbg_1_15683_21_000402,1,False,True,False,False,0,,,
dwbg_1_15683_25_000405,1,True,False,False,True,3,0.7533618807792664,0.5424284934997559,0.3866999568475083
dwbg_1_15683_26_000406,1,True,False,False,True,3,0.7650136947631836,0.7541483441988627,0.11473976730962014
dwbg_1_15683_27_000407,1,False,True,False,True,3,0.7338353991508484,0.7664126753807068,0.08219583627604059
dwbg_1_15683_2_000400,1,True,False,False,False,0,,,
